ISO;Country;Subject Descriptor;Units;Scale;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Estimates Start After
ATG;Antigua and Barbuda;Population;Persons;Millions;0.068;0.068;0.067;0.066;0.065;0.064;0.063;0.062;0.061;0.060;0.060;0.061;0.062;0.063;0.065;0.067;0.068;0.070;0.072;0.074;0.076;0.077;0.078;0.078;0.079;0.080;0.081;0.082;0.083;0.084;0.085;0.086;0.087;0.088;0.089;0.091;0.092;0.094;0.095;0.096;0.098;0.099;0.101;2022
ATG;Antigua and Barbuda;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.015;17.642;18.801;17.949;17.838;18.243;19.246;18.081;20.660;18.785;18.087;17.114;19.300;18.740;20.118;19.285;21.850;21.346;21.025;18.373;22.287;20.364;19.968;18.927;20.140;24.104;24.512;20.737;19.830;18.771;19.735;19.369;20.159;2022
ATG;Antigua and Barbuda;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;18.887;21.736;19.655;20.533;22.432;22.395;20.973;18.081;22.418;22.140;22.997;26.518;29.037;26.846;24.472;24.087;29.311;26.988;26.386;36.209;22.563;23.861;21.077;23.223;23.010;26.704;24.658;23.577;22.301;22.783;25.891;24.009;23.885;2022
ATG;Antigua and Barbuda;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATG;Antigua and Barbuda;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.267;2.211;-2.455;-8.038;-14.560;-7.154;-16.287;-15.615;-16.188;2022
ARG;Argentina;Gross domestic product, constant prices;National currency;Billions;357.389;336.861;326.255;338.435;345.205;321.209;344.161;352.864;345.959;321.719;317.415;350.738;386.861;411.044;435.006;422.630;445.987;482.160;500.725;483.773;479.956;458.795;408.812;445.423;485.115;528.056;570.549;621.943;647.176;608.873;670.524;710.782;703.486;720.407;702.306;721.487;706.478;726.390;707.377;693.224;624.591;691.535;725.810;2022
ARG;Argentina;Gross domestic product, constant prices;Percent change;;0.700;-5.744;-3.149;3.733;2.000;-6.951;7.146;2.529;-1.957;-7.007;-1.338;10.498;10.299;6.251;5.830;-2.845;5.527;8.111;3.850;-3.385;-0.789;-4.409;-10.894;8.955;8.911;8.852;8.047;9.008;4.057;-5.919;10.125;6.004;-1.026;2.405;-2.513;2.731;-2.080;2.819;-2.617;-2.001;-9.900;10.718;4.956;2022
ARG;Argentina;Gross domestic product per capita, constant prices;National currency;Units;12,786.710;11,840.457;11,277.386;11,534.935;11,568.524;10,583.481;11,195.868;11,349.749;10,993.308;10,097.883;9,757.616;10,638.092;11,575.747;12,118.956;12,662.810;12,151.827;12,671.671;13,542.171;13,906.943;13,290.990;13,048.002;12,347.749;10,897.113;11,761.974;12,690.696;13,682.988;14,640.504;15,802.837;16,282.958;15,170.838;16,439.056;17,226.271;16,856.718;17,070.071;16,459.205;16,727.435;16,207.201;16,492.066;15,898.087;15,425.983;13,761.125;15,085.191;15,676.108;2010
ARG;Argentina;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;18,295.433;16,941.519;16,135.868;16,504.373;16,552.433;15,143.017;16,019.231;16,239.407;15,729.404;14,448.215;13,961.357;15,221.156;16,562.768;17,340.000;18,118.155;17,387.033;18,130.833;19,376.359;19,898.281;19,016.965;18,669.294;17,667.361;15,591.767;16,829.225;18,158.055;19,577.843;20,947.873;22,610.957;23,297.922;21,706.683;23,521.270;24,647.629;24,118.867;24,424.136;23,550.099;23,933.887;23,189.527;23,597.118;22,747.242;22,071.748;19,689.642;21,584.138;22,429.631;2010
ARG;Argentina;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;26.468;26.713;26.401;26.153;25.875;32.568;36.946;38.577;42.297;46.907;51.049;55.431;58.907;65.069;71.430;78.603;86.950;n/a;n/a;168.270;211.473;283.959;436.015;619.207;918.961;1,584.572;2022
ARG;Argentina;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.925;-1.167;-0.939;-1.065;25.869;13.443;4.416;9.642;10.898;8.830;8.585;6.270;10.461;9.775;10.043;10.619;n/a;n/a;n/a;25.675;34.277;53.548;42.015;48.409;72.431;2022
ARG;Argentina;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;26.464;26.640;26.158;25.966;25.565;36.035;37.352;39.631;44.516;48.897;53.038;56.876;61.253;67.944;74.404;82.471;91.498;113.380;n/a;187.331;233.781;345.167;530.979;722.878;1,091.123;2,125.434;2022
ARG;Argentina;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.664;-1.810;-0.734;-1.544;40.953;3.656;6.101;12.327;9.841;8.468;7.238;7.695;10.923;9.508;10.842;10.946;23.915;n/a;n/a;24.796;47.646;53.832;36.141;50.942;94.793;2022
ARG;Argentina;Unemployment rate;Percent of total labor force;;3.000;5.000;4.500;5.000;5.000;6.250;6.300;6.000;6.500;8.000;7.600;6.480;7.112;11.606;13.348;18.904;18.760;16.808;14.789;16.061;17.134;19.209;22.450;17.250;13.625;11.575;10.175;8.475;7.875;8.675;7.750;7.150;7.200;7.075;7.250;6.533;8.467;8.350;9.200;9.825;11.550;8.750;6.825;2022
ARG;Argentina;Population;Persons;Millions;27.950;28.450;28.930;29.340;29.840;30.350;30.740;31.090;31.470;31.860;32.530;32.970;33.420;33.917;34.353;34.779;35.196;35.604;36.005;36.399;36.784;37.156;37.516;37.870;38.226;38.592;38.971;39.356;39.746;40.134;40.788;41.261;41.733;42.203;42.670;43.132;43.590;44.045;44.495;44.939;45.388;45.842;46.300;2010
ARG;Argentina;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;21.993;21.688;20.788;19.876;20.748;21.303;21.766;21.830;21.068;19.943;23.526;26.996;27.766;28.267;30.308;31.114;32.694;31.965;32.156;33.803;34.349;34.601;35.366;34.867;34.428;33.508;33.308;33.471;33.458;33.426;2022
ARG;Argentina;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;22.017;22.938;22.862;22.687;22.586;23.130;25.471;25.247;26.432;21.853;22.026;23.030;24.426;26.617;29.551;30.762;34.524;33.358;34.902;36.821;37.603;38.853;41.366;41.522;41.121;38.949;37.703;42.059;37.779;37.275;2022
ARG;Argentina;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG;Argentina;Current account balance;Percent of GDP;;-1.101;-3.014;-3.095;-2.095;-1.911;-0.966;-2.411;-3.484;-1.104;1.199;2.952;-0.202;-2.529;-3.042;-3.815;-1.769;-2.352;-3.753;-4.380;-3.815;-2.878;-1.316;7.666;5.597;1.798;2.473;2.791;2.101;1.491;2.167;-0.382;-1.012;-0.369;-2.147;-1.629;-2.743;-2.713;-4.838;-5.164;-0.772;0.691;1.363;-0.680;2022
ARM;Armenia;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,005.093;863.837;910.484;983.622;1,034.468;1,069.509;1,136.579;1,172.611;1,241.239;1,358.760;1,559.952;1,779.159;1,965.485;2,242.881;2,538.896;2,887.974;3,088.621;2,651.584;2,709.916;2,837.273;3,039.694;3,143.407;3,256.776;3,362.748;3,369.306;3,622.609;3,811.884;4,102.782;3,809.401;4,025.921;4,533.345;2022
ARM;Armenia;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-14.054;5.400;8.033;5.169;3.387;6.271;3.170;5.853;9.468;14.807;14.052;10.473;14.113;13.198;13.749;6.948;-14.150;2.200;4.700;7.134;3.412;3.607;3.254;0.195;7.518;5.225;7.631;-7.151;5.684;12.604;2022
ARM;Armenia;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;291,331.401;256,331.434;276,742.896;305,472.659;326,330.641;340,607.965;365,459.555;379,485.688;402,999.792;444,039.338;511,459.825;585,249.778;648,674.886;745,143.156;846,298.800;965,877.525;1,036,449.933;892,789.226;913,552.502;955,959.769;1,023,466.156;1,054,834.400;1,090,968.787;1,124,499.846;1,125,856.337;1,215,847.921;1,283,881.819;1,384,794.290;1,286,268.630;1,359,105.982;1,530,284.175;2020
ARM;Armenia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2,869.118;2,524.428;2,725.446;3,008.385;3,213.801;3,354.408;3,599.154;3,737.288;3,968.862;4,373.031;5,037.008;5,763.714;6,388.343;7,338.391;8,334.602;9,512.249;10,207.267;8,792.453;8,996.936;9,414.576;10,079.399;10,388.322;10,744.185;11,074.408;11,087.768;11,974.031;12,644.049;13,637.865;12,667.555;13,384.879;15,070.693;2020
ARM;Armenia;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.013;0.497;26.706;73.907;87.693;100.000;108.687;109.472;108.625;112.057;113.220;118.522;126.686;127.407;131.100;136.881;149.358;154.609;167.213;179.744;184.224;194.750;200.631;208.046;205.083;207.522;212.681;215.749;218.396;234.124;254.374;2022
ARM;Armenia;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,731.800;5,273.449;176.743;18.653;14.034;8.687;0.723;-0.774;3.160;1.038;4.682;6.889;0.569;2.899;4.409;9.115;3.516;8.152;7.494;2.492;5.714;3.020;3.696;-1.424;1.189;2.486;1.443;1.226;7.202;8.649;2022
ARM;Armenia;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.029;3.205;63.605;83.918;88.793;108.161;106.874;109.091;109.547;112.645;114.875;124.693;127.033;126.765;133.410;142.229;149.833;159.792;174.701;182.811;188.490;199.038;208.132;207.749;205.315;216.803;219.722;221.305;229.594;247.277;267.787;2022
ARM;Armenia;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10,896.200;1,884.547;31.935;5.809;21.813;-1.191;2.075;0.418;2.828;1.980;8.546;1.877;-0.211;5.242;6.611;5.346;6.647;9.330;4.642;3.107;5.596;4.569;-0.184;-1.172;5.595;1.346;0.720;3.746;7.702;8.294;2022
ARM;Armenia;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;38.400;35.300;31.200;31.600;31.200;27.800;28.700;16.400;18.700;19.000;18.400;17.300;16.200;17.600;18.500;18.000;17.800;19.000;18.300;18.200;15.300;13.000;2021
ARM;Armenia;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.450;3.370;3.290;3.220;3.170;3.140;3.110;3.090;3.080;3.060;3.050;3.040;3.030;3.010;3.000;2.990;2.980;2.970;2.966;2.968;2.970;2.980;2.985;2.990;2.993;2.979;2.969;2.963;2.962;2.962;2.962;2020
ARM;Armenia;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;26.097;26.152;17.837;15.410;15.751;17.146;19.334;16.494;17.046;16.744;15.217;15.457;17.895;18.050;20.085;20.479;20.867;21.221;22.090;20.921;22.204;22.048;21.494;21.416;21.242;22.298;23.925;25.246;24.113;24.268;2022
ARM;Armenia;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.871;20.000;22.420;22.236;28.553;26.201;24.964;22.415;23.797;23.991;26.331;27.048;26.027;24.050;24.902;30.648;28.703;26.379;2022
ARM;Armenia;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARM;Armenia;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-46.280;-5.993;3.804;-16.972;-18.202;-19.315;-21.993;-16.936;-15.780;-10.440;-6.219;-6.181;-2.204;-2.529;-2.395;-7.357;-14.225;-16.484;-13.622;-10.440;-9.962;-7.297;-7.750;-2.661;-0.957;-1.261;-7.228;-7.057;-3.998;-3.484;0.774;2022
ABW;Aruba;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;1.674;1.943;2.305;2.583;2.686;2.900;3.071;3.295;3.566;3.655;3.701;3.960;4.039;4.095;4.409;4.594;4.550;4.601;4.936;4.917;4.973;5.127;5.221;4.611;4.485;4.636;4.588;4.883;4.882;5.055;5.162;5.200;5.324;5.201;3.954;5.047;5.574;2021
ABW;Aruba;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;16.079;18.640;12.095;3.977;7.975;5.875;7.304;8.207;2.503;1.257;7.018;1.989;1.371;7.684;4.182;-0.945;1.111;7.294;-0.383;1.127;3.090;1.836;-11.678;-2.733;3.369;-1.041;6.431;-0.015;3.551;2.110;0.732;2.382;-2.303;-23.983;27.639;10.458;2021
ABW;Aruba;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;27,497.492;32,281.140;38,081.844;41,823.372;41,829.592;43,510.708;44,501.384;44,718.960;45,950.494;45,796.784;44,575.725;45,891.077;45,666.205;45,668.723;48,674.038;50,237.546;49,419.484;49,402.518;51,886.030;50,365.799;50,026.385;51,188.842;51,732.139;45,381.637;44,039.741;45,189.635;44,066.882;46,206.207;45,709.396;46,850.526;47,477.928;47,821.996;48,883.279;47,628.601;36,411.383;46,857.765;51,946.633;2021
ABW;Aruba;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;21,671.743;25,441.905;30,013.645;32,962.475;32,967.377;34,292.324;35,073.111;35,244.590;36,215.205;36,094.061;35,131.701;36,168.376;35,991.147;35,993.132;38,361.726;39,593.982;38,949.239;38,935.868;40,893.210;39,695.063;39,427.559;40,343.732;40,771.924;35,766.869;34,709.273;35,615.545;34,730.664;36,416.742;36,025.188;36,924.552;37,419.030;37,690.202;38,526.637;37,537.780;28,697.096;36,930.258;40,940.974;2021
ABW;Aruba;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;37.995;39.378;40.607;42.227;44.692;47.173;48.999;51.557;54.797;56.667;58.463;60.220;61.343;62.738;65.294;67.178;69.405;71.942;73.762;76.268;79.021;83.280;90.740;88.801;90.646;94.612;95.153;92.896;93.287;93.731;92.857;91.902;95.235;98.986;97.686;98.413;103.845;2022
ABW;Aruba;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.639;3.121;3.989;5.838;5.553;3.870;5.219;6.284;3.413;3.169;3.006;1.865;2.274;4.074;2.884;3.316;3.655;2.530;3.397;3.610;5.390;8.957;-2.137;2.078;4.375;0.572;-2.372;0.421;0.475;-0.932;-1.028;3.626;3.939;-1.313;0.744;5.520;2022
ABW;Aruba;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;38.430;39.770;41.340;43.120;46.180;47.900;50.040;53.250;55.740;57.480;59.260;60.910;61.760;64.060;66.330;68.000;70.830;72.450;74.460;77.280;79.220;87.079;85.460;91.252;90.595;96.140;92.568;92.642;94.681;93.804;92.978;92.548;96.672;100.133;97.062;100.603;106.372;2022
ABW;Aruba;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.487;3.948;4.306;7.096;3.725;4.468;6.415;4.676;3.122;3.097;2.784;1.396;3.724;3.544;2.518;4.162;2.287;2.774;3.787;2.510;9.920;-1.859;6.777;-0.720;6.121;-3.715;0.080;2.201;-0.926;-0.881;-0.462;4.456;3.580;-3.067;3.648;5.735;2022
ABW;Aruba;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6.078;6.428;6.022;5.058;5.983;7.169;6.126;3.250;4.793;6.923;6.489;8.131;11.400;9.500;8.800;9.300;5.710;6.900;10.300;10.600;8.879;9.607;7.599;7.451;7.298;7.694;8.923;7.283;5.200;8.600;8.800;6.600;2021
ABW;Aruba;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;0.061;0.060;0.061;0.062;0.064;0.067;0.069;0.074;0.078;0.080;0.083;0.086;0.088;0.090;0.091;0.091;0.092;0.093;0.095;0.098;0.099;0.100;0.101;0.102;0.102;0.103;0.104;0.106;0.107;0.108;0.109;0.109;0.109;0.109;0.109;0.108;0.107;2021
ABW;Aruba;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;25.495;25.114;22.888;21.688;22.884;22.251;21.673;21.491;27.032;20.714;21.520;22.285;21.574;26.825;24.257;26.957;20.770;21.806;23.406;22.376;23.898;23.664;21.971;22.222;23.445;24.007;19.698;21.214;2021
ABW;Aruba;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;26.328;27.458;24.990;21.574;22.798;21.606;22.508;24.660;25.136;29.245;24.477;24.827;22.620;25.359;26.888;30.443;27.199;30.761;29.454;29.834;25.373;25.119;24.558;24.863;23.688;40.237;28.859;21.679;2021
ABW;Aruba;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABW;Aruba;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-25.271;11.345;16.350;-16.996;-8.182;12.156;4.908;12.702;9.687;0.018;6.935;-18.737;-10.020;3.602;-11.957;-4.797;3.881;4.557;0.959;-0.530;2.580;-12.363;2.709;11.111;2021
AZE;Azerbaijan;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;9.384;7.217;5.797;5.042;5.169;5.629;5.967;6.647;7.061;7.518;8.228;9.068;9.907;12.523;16.839;21.049;23.315;25.474;26.748;26.775;27.365;28.964;29.765;30.087;29.165;29.210;29.639;30.374;29.099;30.733;32.140;2022
AZE;Azerbaijan;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-23.098;-19.673;-13.027;2.531;8.884;6.007;11.396;6.227;6.486;9.439;10.208;9.254;26.400;34.466;25.000;10.770;9.260;5.000;0.100;2.203;5.843;2.768;1.080;-3.064;0.154;1.470;2.480;-4.199;5.616;4.577;2022
AZE;Azerbaijan;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,258.143;963.888;763.051;659.610;669.064;721.630;757.511;835.698;878.963;926.568;1,004.481;1,096.607;1,186.619;1,482.432;1,968.736;2,428.832;2,655.545;2,855.110;2,972.810;2,938.712;2,963.123;3,095.578;3,140.768;3,136.318;3,004.962;2,977.550;2,994.440;3,043.056;2,890.491;3,037.146;3,164.477;2022
AZE;Azerbaijan;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5,993.686;4,591.879;3,635.111;3,142.325;3,187.366;3,437.781;3,608.718;3,981.195;4,187.305;4,414.089;4,785.263;5,224.139;5,652.950;7,062.181;9,378.891;11,570.746;12,650.790;13,601.497;14,162.210;13,999.772;14,116.062;14,747.065;14,962.347;14,941.150;14,315.383;14,184.792;14,265.254;14,496.857;13,770.050;14,468.700;15,075.296;2022
AZE;Azerbaijan;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.063;0.773;13.635;69.780;83.592;86.664;85.994;78.663;80.083;81.499;83.746;85.523;91.260;100.000;108.300;126.400;152.700;154.930;163.800;176.700;178.600;182.900;185.400;192.890;216.900;244.960;250.500;257.000;264.100;281.700;320.740;2022
AZE;Azerbaijan;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,129.700;1,664.000;411.760;19.795;3.674;-0.773;-8.525;1.805;1.768;2.758;2.121;6.709;9.577;8.300;16.713;20.807;1.460;5.725;7.875;1.075;2.408;1.367;4.040;12.448;12.937;2.262;2.595;2.763;6.664;13.859;2022
AZE;Azerbaijan;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.159;2.303;43.567;80.422;85.792;86.126;79.586;79.215;80.959;82.400;85.000;88.000;97.200;102.300;114.000;136.300;157.400;158.500;171.100;180.700;180.200;186.600;186.300;200.400;231.800;250.200;254.000;260.000;266.800;298.800;341.700;2022
AZE;Azerbaijan;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,350.000;1,792.140;84.595;6.677;0.389;-7.593;-0.467;2.202;1.780;3.155;3.529;10.455;5.247;11.437;19.561;15.481;0.699;7.950;5.611;-0.277;3.552;-0.161;7.568;15.669;7.938;1.519;2.362;2.615;11.994;14.357;2022
AZE;Azerbaijan;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11.777;10.913;10.037;9.167;7.987;7.256;6.615;6.326;5.856;5.742;5.631;5.424;5.185;4.973;4.913;4.958;5.043;4.961;4.944;4.848;7.157;5.952;5.932;2022
AZE;Azerbaijan;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;7.459;7.487;7.597;7.644;7.726;7.800;7.877;7.953;8.033;8.114;8.191;8.269;8.349;8.447;8.553;8.666;8.780;8.922;8.998;9.111;9.235;9.357;9.477;9.593;9.706;9.810;9.898;9.982;10.067;10.119;10.156;2022
AZE;Azerbaijan;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;17.868;17.572;17.586;17.587;20.353;18.472;18.384;38.549;42.532;23.267;25.997;25.239;25.962;28.405;48.633;40.363;45.789;44.594;40.342;39.423;39.117;33.866;34.255;34.229;38.612;41.475;33.711;36.379;32.178;2022
AZE;Azerbaijan;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;24.284;18.665;19.750;18.534;18.721;19.505;18.240;16.785;23.139;21.662;24.216;22.498;25.299;26.068;31.439;34.506;31.958;33.735;36.636;37.779;36.374;38.699;35.425;35.571;33.183;32.520;40.149;32.283;26.208;2022
AZE;Azerbaijan;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AZE;Azerbaijan;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-16.598;-12.199;-5.461;-13.165;-25.894;-21.214;-31.883;-13.090;-3.539;-0.945;-12.329;-27.772;-29.824;1.261;17.632;27.256;33.593;22.969;28.423;25.983;21.405;16.610;13.863;-0.438;-3.604;4.071;12.844;9.061;-0.533;15.124;29.824;2022
BHS;The Bahamas;Gross domestic product, constant prices;National currency;Billions;6.439;6.252;6.646;7.098;7.269;7.567;7.763;8.051;8.232;8.422;8.510;8.154;7.842;7.866;8.114;8.469;8.827;9.264;9.701;10.394;10.825;11.109;11.410;11.265;11.365;11.751;12.046;12.221;11.937;11.438;11.614;11.685;12.094;11.748;11.965;12.084;11.992;12.295;12.654;12.559;9.607;11.239;12.854;2022
BHS;The Bahamas;Gross domestic product, constant prices;Percent change;;7.100;-2.900;6.300;6.800;2.400;4.100;2.600;3.700;2.255;2.300;1.052;-4.182;-3.826;0.308;3.149;4.379;4.224;4.946;4.716;7.144;4.149;2.626;2.705;-1.265;0.883;3.395;2.517;1.447;-2.324;-4.175;1.539;0.613;3.499;-2.863;1.847;0.997;-0.763;2.524;2.918;-0.744;-23.508;16.985;14.369;2022
BHS;The Bahamas;Gross domestic product per capita, constant prices;National currency;Units;30,464.643;29,028.249;30,152.530;31,484.085;31,535.781;32,404.241;32,683.245;33,327.524;33,383.599;33,575.834;33,366.746;31,430.778;29,711.492;29,293.343;29,699.105;30,371.029;31,118.247;32,113.776;33,078.686;34,872.397;35,654.108;36,022.526;36,431.539;35,429.456;35,212.354;35,876.028;36,249.409;36,251.786;34,913.743;32,994.222;33,045.804;32,915.043;33,726.525;32,432.613;32,698.630;32,689.554;32,109.135;32,581.055;33,183.686;32,593.193;24,670.565;28,498.370;32,189.069;2020
